title,img,type,netflix_id,synopsis,rating,year,runtime,imdb_id,poster,top250,top250tv,title_date
Heartbeats,https://occ-0-58-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYDPwVJlIJy0WrHqXL5wuk7yLUzH-yyGApvHzMcMdiUjq8wpNBGwg_N9H2jhkmzASofbSdOl2KgZ1NNcXPHSn0hYlA.jpg?r=110,movie,81272138,"Reeling from loss, a man travels to a guesthouse, where a young attendant with a heart condition takes him on a journey beyond his comfort zone.",7.1,2019,7200,tt1600524,https://m.media-amazon.com/images/M/MV5BNTM4MTg1YzYtN2JlOC00N2Q3LTljNDQtN2U0ZjRmNmNjODg0XkEyXkFqcGdeQXVyMjA2MjkwNzE@._V1_SX300.jpg,0,0,12/7/20
The Blood of Wolves,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfXbSuQ8vpieUZ9Tmz9FOdjVCEZGEvBOQ8f1OJQFJTk250qNzLsbBhKCAzwftht9wqL3eqGRr0Fq9ELH-YEa4WlbZw.jpg?r=e4f,movie,81038312,An earnest young cop investigating a yakuza money man‘s disappearance starts to question the loyalties and unhinged tactics of his roguish partner.,7.1,2018,7567,tt6622902,https://m.media-amazon.com/images/M/MV5BNTk2ZWY4N2EtMzI5My00MGE0LTllNjktNGM3NzA4NjE0NGRjXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg,0,0,15/7/20
Ip Man 4: The Finale,https://occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZfpCeCF82q6J0qYeYcFmllJS9c29V26LVkf0-UScrTc2QFJENeyt__VrpP6XMtjRTl8HEtBscIG30K0ghG1R2wm4w.jpg?r=618,movie,81227536,"Ip Man travels to San Francisco with his son and wrestles with tensions between martial arts masters and his star student, Bruce Lee.",7.1,2019,6311,tt2076298,https://m.media-amazon.com/images/M/MV5BNzYyZWIwZjQtZGVjZi00NWIxLTk0ODMtNzA3YzE5MWM3OWI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,0,0,22/7/20
Politics,https://occ-0-2579-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRXkrw61u6aADLAiWZTpJc4i1qtKpXwPRACXBYp4zvr6-vAuVeYpSxYEADfPYkNz4iNpPF2YFV-ziB7zhQq5F0wlbg.jpg?r=547,movie,81278716,"As they guide the public in government and faith, a group of national leaders get soiled in power struggles, corruption and their own egos.",7.1,2019,8040,tt1291465,https://m.media-amazon.com/images/M/MV5BMTkwMzE5NzE3Nl5BMl5BanBnXkFtZTcwMDMyODE1Mw@@._V1_SX300.jpg,0,0,23/8/20
The Invisibles,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTWsir3eCUpCT8mAob-eV8Bqb0REHbW1Y89YqX0IsUfDTwo1DnciQEe9y8H9DiY5Ta18lT6H_a7On5MW5oIpHtGXAw.jpg?r=d50,movie,81221820,"In northern France, a group of social workers defy the municipal government to keep a shelter for homeless women open.",7.1,2018,6116,tt5586052,https://m.media-amazon.com/images/M/MV5BM2VmZjU0MDktZGIyZC00ZTNiLWI4Y2EtZGNmNWE2MDA4YTk2XkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_SX300.jpg,0,0,3/9/20
The Devil All The Time,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYzbmwfg6WrceEHt_Foj0GdcJgRIDf0yi9VvuacWnkX2zRdB0LDXSkq13a1WMIORqkmIfO_8NGegO5UxJpU6zpPoPhzbDXp99xvwK3ZxyjpFha-N5V39dyIOd7IymejfRGiczR3g8SiiY6APC05sFnzxzaLkayKNFdDB2r9WKMAFU4dGm4OxiQ.jpg?r=01f,movie,81028870,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,7.1,2020,8332,tt7395114,https://m.media-amazon.com/images/M/MV5BZmE1NmVmN2EtMjZmZC00YzAyLWE4MWEtYjY5YmExMjUxODU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,20/9/20
The Forty-Year-Old Version,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbW1_LvvobvMQpn8_eioZX6P2xvBKP8sKzY6KjYV43pKpxyAUwmg59pWdP157BHRK4vWAFpEcERtbxOPW3B1Nw8r8kAbCN0rEMfix8QaHBatIpsEgnbQubED-5o.jpg?r=3c9,movie,80231356,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",7.1,2020,7454,tt10642834,https://m.media-amazon.com/images/M/MV5BMWQwNWFmYWEtZjU1NC00Mjk3LTgzZGQtNTJhODU5OTkxYzhhXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,0,0,9/10/20
A Babysitter‘s Guide to Monster Hunting,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXxQXn8DJqBNMJsVBSXjK97mImvZ_a9IsFeZLIXFEFMumCC1-lA423wdh9dlH6wggKHGG1XVaFQosJDrUZ1CAsXRZYqYNDLLpl-9xkjV17Gtl3SWZhKLu7wPiUU.jpg?r=1c8,movie,81012821,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she‘s watching on Halloween.",7.1,2020,5931,tt0264941,,0,0,15/10/20
Little Kingdom,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaZXg_S8A7_3bJTsG9db7gELTD2aPBkhgqWSoNMIG2-_EBQNwskVfqOS4fy2ktUvNuDX5aHzNzs8cBBhR27eQLm6AA.jpg?r=861,movie,81289502,"A lovesick soldier deserts his unit during World War II in hopes of reuniting with his wife, only to discover new obstacles to their happiness.",7.1,2019,5927,tt9477066,https://m.media-amazon.com/images/M/MV5BNTBmOWVhZjEtZDJjOC00ZjQ1LTllMzQtNjBiNTY5YjY5ZjNlXkEyXkFqcGdeQXVyNjkzNDE5MzY@._V1_SX300.jpg,0,0,21/10/20
Arif V 216,https://occ-0-2774-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe26q51LFamlbFphckwVL67dXkdXw0I3MieUcBjuifIRpz8PA69ZpBDIcFHSn_B4K8Zt5O7yOOegreTqkKudc9F4zA.jpg?r=cc8,movie,81043521,"Traveling through space to the 1960s, Arif must save his android friend who dreams of being human -- and the world -- from a dark future.",7.1,2018,7588,tt6697582,https://m.media-amazon.com/images/M/MV5BZGRmZDEyNjktNGIyYy00NWViLThmOTMtMmE4MzJlMzE4NDBkXkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_SX300.jpg,0,0,12/12/20
The Invisible Man,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSs0Mc8Hh9XeajK1eCQCRb3td25gqYq4AzfvZ9FGCGA2D339ZY7CpY0vkJAQwdwz0M9cksIw8n-u3jyIzY53_XZrCA.jpg?r=9c1,movie,81183718,"After escaping from an abusive, controlling relationship with a wealthy tech genius, a woman finds herself stalked and tormented by an unseen entity.",7.1,2020,7460,tt1051906,https://m.media-amazon.com/images/M/MV5BZjFhM2I4ZDYtZWMwNC00NTYzLWE3MDgtNjgxYmM3ZWMxYmVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,18/12/20
Babyteeth,https://occ-0-2603-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdQEbd5nN7_GNrjw2pUunCK1v-QB4Apt0MfpFLoONsgCOJszasfRpjBENXNqsKcgMXxpdmd-Wc1Rlbeyz0IHfnEbog.jpg?r=9f8,movie,81173335,"Seriously ill teenager Milla shocks her overprotective parents when she falls for Moses, a drug-dealing dropout who‘s surprisingly good for her.",7.1,2020,7065,tt8399664,https://m.media-amazon.com/images/M/MV5BMGRhMzRkYzEtMDBjNy00YjkxLWJjNzctNzEwNGNhZDUyZWI0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,0,0,23/12/20
Your Name Engraved Herein,https://occ-0-3666-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWHGu3iqGvGx4Za_2Nqo9ItJAqjfpbfJhcbEBrZnJ7_MHK_st5B91J-t0NL6a9GFFxB2XO0D_oMB4lBbTrDAKXdrf0p2TDhuOUUjT-jTDOpQXrRQpsvhUxb5Qj0.jpg?r=e8a,movie,81287844,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",7.1,2020,6875,tt10329134,https://m.media-amazon.com/images/M/MV5BZDU4MGQyMjYtNGI5My00NjAzLWJlYzUtYTJlNjgwN2I4NGJhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,0,0,24/12/20
Lassie Come Home,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbdOx_Yxg1QDKjph93OeWEOTPaeDREclKIGh7hf0yA3E2XXSEC7oPdqyxr-DXw-pH3zBGZBdHMbyVsx6G_Ump-5alw.jpg?r=671,movie,81318124,"Facing trouble in a new home, a dog named Lassie takes off for an adventure to find her most beloved companion.",7.1,2020,5777,tt0036098,https://m.media-amazon.com/images/M/MV5BMTIwMDI4MWUtNDE5Mi00YzJkLTgxOTItMjgxMzIzODM0MWI4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0,0,11/2/21
Extreme Job,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXq2et4bjVAKcs3OfgiPBIzCNkBQYMx19f_EokjuFz_U6yzLK_pnicslRt-lElkJpPh_Y52yYp6--4QGDAFBROLNew.jpg?r=713,movie,81168885,A narcotics unit takes over a restaurant near a gang‘s hideout when the food they sold to keep their cover turns into the next big chicken franchise.,7.1,2019,6668,tt9541602,https://m.media-amazon.com/images/M/MV5BMWE2ZmI5NjEtMzQ5Zi00Zjk4LWFiODItOTRkNjMwYTY1YWNlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,0,0,28/2/21
Golden Slumber,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVdjRFHyZ9u8T9gDHE8GQs5fT0tcbV2SGbagdNUaoHB0MA5sfFDG8qrEeuo5Javfoc5IiNttCFnFWvj16CA2hyjy1w.jpg?r=bae,movie,80242473,"Wrongly framed for a presidential assassination, an upstanding delivery man is forced to get to the bottom of the conspiracy while on the run.",7.1,2018,6516,tt1413529,https://m.media-amazon.com/images/M/MV5BODA0MzRlYTctYmViYi00OTA5LWFmZDktZjU5NDEwNzJiNDgzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,0,0,28/2/21
Petite fille,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQoJ31b-FUKSIwMG5RLCd6NdlsQYMrBMiVTAOUdvRLETT7nOWGZOJhh_ZZCXxun7kNQUpK7AcXMf13rrAu3IkCndIQ.jpg?r=ca2,movie,81423937,A search for acceptance becomes an everyday struggle for a young girl named Sasha and her parents in this poignant documentary about identity.,7.1,2020,5070,tt1825109,https://m.media-amazon.com/images/M/MV5BMjQxMjllZjAtYmU4ZC00MTk2LTkwMzQtMWRlNzgzYTZkOTkwXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg,0,0,15/3/21
Coded Bias,https://occ-0-3666-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUvy3eGw9reDSt_JTEpbw4VpcnzjuOT57AasKVXAsBY8JHEcefazfn9G8vast6nzah_jVvaMa3jPVjvmVFn6o7sI4w.jpg?r=475,movie,81328723,This documentary investigates the bias in algorithms after M.I.T. Media Lab researcher Joy Buolamwini uncovered flaws in facial recognition technology.,7.1,2020,5132,tt11394170,https://m.media-amazon.com/images/M/MV5BNWRlNWViNDEtZTZlMS00YmY5LThjZjctZjdiNDRlMjZlMzY3XkEyXkFqcGdeQXVyODQyNjk3MTQ@._V1_SX300.jpg,0,0,5/4/21
Stowaway,https://occ-0-1433-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaMCDdVqOYmmRDljxL-vykYP1bwrH_-eMc8IB47k8NPKboQFbr5vYOdA8q1unWRurH-IidFtdA101Qonm67P0PSg8Cn3lKVUPG9mEOlD05FSjg2JRmNY6ZJvtaM.jpg?r=cba,movie,81321986,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,7.1,2021,7022,tt0028315,https://m.media-amazon.com/images/M/MV5BMzU0NTk5MjY4OV5BMl5BanBnXkFtZTgwNDI4NDU0MzE@._V1_SX300.jpg,0,0,23/4/21
Beasts Clawing at Straws,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfvM16_J1KO6NTdhBSQlBblsR6ONnC55do7RQ4FdxWpr7mB1RRIyzRjqt5FF8yOxv-OiE9iB4XMOAcisJetOMv2Qlg.jpg?r=bc2,movie,81346909,"A bag stuffed full of money triggers the greed and desperation of a group of cash-strapped people, who each chase after the life-changing fortune.",7.1,2020,6517,tt9747594,https://m.media-amazon.com/images/M/MV5BNmZlM2Y0YjctM2MzMC00N2I5LThlNmEtMjcwOTcyMjI3MTAyXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,0,0,1/5/21
Strain,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV9LpG0g0Jl31vAw-Om6Mk_qaSypHhB-8gETJogjHSUt7OtdKFNLytLdS1bfEaK0pOPKbkbdiUkMNz0aqN9yBoAJrg.jpg?r=b9a,movie,81437268,"When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love.",7.1,2020,6406,tt2557782,https://m.media-amazon.com/images/M/MV5BMTQ0Mzc0NDcyOV5BMl5BanBnXkFtZTcwMjgxNDg4OA@@._V1_SX300.jpg,0,0,21/5/21
King of Staten Island,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcaghlf4Lf4lwJYTIrVYYT1YzzhNYlLfLHKy1d8JJTGGcNXp8Ig58Q1l2-nemTrZlwFHoDmwTSq4CLGePb5MiC_hMw.jpg?r=e68,movie,81246405,"Struggling since the death of his firefighter dad years ago, a tattoo artist‘s directionless life derails when his mom begins dating another fireman.",7.1,2020,8235,tt9686708,https://m.media-amazon.com/images/M/MV5BYzkxMzMzOTgtNmZhMS00MGM0LTk3MzUtMjE1MzI4MzU5ZjkzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,0,0,16/6/21
This Changes Everything,https://occ-0-293-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSF35RMeMtsDZYTkVSYzKIVPThK0Rkj-XErdAeSUcAIcFGWSROmFCb3CyyRSKUwinbe3nbJPa-rsFkmiOLcYda-R2g.jpg?r=f45,movie,81110773,This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers.,7.1,2019,5763,tt5795282,https://m.media-amazon.com/images/M/MV5BZjMwYzcwNDQtNDk4My00Zjg5LWIzMGMtZTRkMTAwZWQ2NmI5XkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,0,0,2/7/21
Dreamy Eyes,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU7XKZSbpevLJz3gtvfgozz_OWfQE2mRTSVMfjFXdykjyG-jX0hk6rPXeO2SpbwUCDSw0nUKYdmSVMbHswbkunoeCg.jpg?r=c4a,movie,81463445,"Through heartbreak and betrayal, Ngan‘s unrequited love for his childhood best friend H√† La endures for a generation in this sweeping romance.",7.1,2019,7018,tt10622410,https://m.media-amazon.com/images/M/MV5BMDlmYThhNWQtODcxZC00MjEwLTg1ZjgtODQyNDk0MmViNDRkXkEyXkFqcGdeQXVyOTIxNDQ1MTQ@._V1_SX300.jpg,0,0,2/7/21
Here and There,https://occ-0-3607-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbRySwP-160b2kCx7bpF_o1SsNSvozrzeiwWyp8e2QYoBGoauvcnMmdJC2MPhgB95uEtgb91aA17OB368UJHbcFbRg.jpg?r=95d,movie,81452178,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",7.1,2020,5925,tt0369529,0,0,0,2/9/21
Play,https://occ-0-1347-1348.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUW5dkaLamS8Oko-aN8e8eQiEfW5v_Okz9edUpIIkOtTSqYNoWPk6QZ7URb09WGqvVPE4X6YZwLolLSRHUg56sMQ3g.jpg?r=bdf,movie,81489594,A gaming-obsessed 17-year-old‘s parents grow increasingly worried when their daughter begins to lose sight of the line between fantasy and reality.,7.1,2019,5351,tt1376717,https://m.media-amazon.com/images/M/MV5BYThiYmQzNjktNGFhMS00MDUzLWJmZmUtM2UzYTJhNmQxYWUwXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,0,0,1/10/21
Most Eligible Bachelor,https://occ-0-4039-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVYvrKdDcPKNYXY-Udzg1poBdCmyDsEwNIrjizbt-Qg3ZRvQSd-qrLfSjSjXrFZoL3k2nbAKtksTGlWcomPmsToMEw.jpg?r=eb4,movie,81412247,"Harsha is a smart, successful expat ready to marry whomever his parents choose... until he falls for a candid stand-up comedian they don‚Äôt approve of.",7.1,2021,8612,tt11725680,https://m.media-amazon.com/images/M/MV5BZWE0MGM3YzEtM2ZmNi00NmMyLWE5OGEtMGJkNjVlOThhOTEwXkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_SX300.jpg,0,0,23/11/21
Lead Me Home,https://occ-0-363-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcC6Kt-FQtD7UjxBcCyq8uE7N5wxBEzjMop-1zvTUsZ4fS-AhVgD1sl0ppjyYYY17obIyhwDtJ5pqK9Umoq_2P6VjeyiyAyGSsmf7mIRcqm-lwKHtHgyYIhjFG4.jpg?r=0c5,movie,81240756,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.,7.1,2021,2420,tt15339848,https://m.media-amazon.com/images/M/MV5BYzcxOTcyMzktZWMyMS00NmE2LTk0MDEtYjg4OGVmNmY5NTViXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,0,0,30/11/21
The Courier,https://occ-0-6178-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeFx51-s6Q2mCkr6DtUSpM3YAC8pDyYrrMPs37dwPLor7snOs8kv56AkKTCu6oV1KMUeHoA1hwMmIvdh3Emo-UK_5Q.jpg?r=69d,movie,81173715,"In this fact-based story from the Cold War era, UK and US intelligence services recruit a British businessperson to steal Russian nuclear secrets.",7.1,2021,6674,tt8368512,https://m.media-amazon.com/images/M/MV5BYjg4YTJlNzMtY2U0OC00N2FjLWI0ZTgtNGM1NDRhMWNhZmRkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,0,0,1/12/21
Diner,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQRd3mAf9_XuaocFcPNWac1KZR_VGGxzh0GQYRU5jUggKshpdWLjugGHUK4i3FC34xmBfvUGwhLQwiD_2Ag2Afb0WA.jpg?r=fdd,movie,81153956,"Welcome to the assassin‘s diner, where patrons are fierce and the chef makes a meal to die for. For the new waitress, work is a matter of life or death.",7.1,2019,7046,tt0083833,https://m.media-amazon.com/images/M/MV5BYzcwMGNhNDMtYjVlOC00NjA4LTk1M2MtOTI2OGVmMDMxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,25/12/21
Deadly Cuts,https://occ-0-1103-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQlvjHPDQaeUd_RXaBGPa23enaharwRFSmQKYPbV2PtzDQRVK4qfvdAEFJnN_fIvtzpfpwX_XI6RiBr5aSJaN7G7dg.jpg?r=5df,movie,81516497,"Hoping to save their salon from developers, four Irish working-class hairstylists take on a local thug and enroll in an elite hairdressing contest.",7.1,2021,5440,tt11366736,https://m.media-amazon.com/images/M/MV5BYzFhNzk5MWEtY2Q5Ni00MzAwLWFlYzEtY2JiM2VjMDdmNzYyXkEyXkFqcGdeQXVyMDg3MTUxMg@@._V1_SX300.jpg,0,0,6/1/22
A Brother‘s Love,https://occ-0-495-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABekDnw50nJ0DnzfDYcv9M-De7-hmbb7v2mRs4g-VRO6ueyKh62Dv1Am7GS2GujCQMAkXxvZ7eV1GjlH2J6Bi9PkVYQ.jpg?r=32f,movie,81572135,"Saddled with student debt and living with a close brother, an academic seeks an abortion. Then the doctor reveals a fling with her patient‘s sibling.",7.1,2019,7019,tt9369620,https://m.media-amazon.com/images/M/MV5BNzcxZDYxMmItYmYzYy00MzEyLWFlMTQtNjZkOWUyNGVjMjJkXkEyXkFqcGdeQXVyOTY2Mzg4MTM@._V1_SX300.jpg,0,0,16/1/22
Blippi‘s School Supply Scavenger Hunt,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTSdCRnFKK1ypobjKJAFMvcS55A-Nk0WvIN1jxz-xU4UvavW2zsTL5KmcvY1bQQ_FcErkKe--rvL0gYFIttUmdEbyw.jpg?r=aef,movie,81563564,"When his friend gives him a list of supplies, Blippi embarks on a scavenger hunt to gather everything he needs to go back to school.",7.1,2021,2354,tt6594882,https://m.media-amazon.com/images/M/MV5BOTdkNTU4YmYtMzQwOS00MmJmLWJkNmMtODBkZTk5ZGIyM2VmXkEyXkFqcGdeQXVyNzM0NzIxMzY@._V1_SX300.jpg,0,0,17/1/22
Beanpole,https://occ-0-4922-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVFn7I0VV-bfLipRZX1WwcUnnZt4fhf_02sKalbUm6wqCX_0CLE4YjcYu-gZGVJII7uaHQdU7kEd6FzuAYVn54lLag.jpg?r=7c1,movie,81495979,"In the aftermath of World War II, two women struggle to heal from a devastating loss as they rebuild their lives in a post-war Leningrad.",7.1,2019,8222,tt10199640,https://m.media-amazon.com/images/M/MV5BZDcxZDU1NWEtMDU4NC00ZTJmLWE1NWUtM2Y2ZjEyZjliZTUzXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,0,0,18/1/22
Morning After,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRvhLEMAtSIPWNvvCO9ucz_MCLW85DYjFQGv3l5UjxndruRfNCpTL-a4CUXub5vxTkAQGaGPkylfVMVOG9LrPxfxtg.jpg?r=b88,movie,81505039,A young man endures the longest morning of his life upon discovering that his staunch Christian mother washed the clothes of his secret one-night stand.,7.1,2020,789,tt5021594,https://m.media-amazon.com/images/M/MV5BZGM0ZWU3MmYtZDg0Yi00NGEyLWJiY2QtODFkOTRlM2U2ZTRlXkEyXkFqcGdeQXVyNDU1MTc3Mg@@._V1_SX300.jpg,0,0,27/1/22
June Again,https://occ-0-1000-2567.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABR3oZtigYcn8obn6zeRtH66yM0JCJ-E4Zqpj8Js7xMUs5zLfhlh-CaFL_6dNUFx6uein4qLzsqm1Y3M0cGTA4XSc7pZZqJHIB6ZphONOJj1LOeM.jpg?r=739,movie,81517164,"During a temporary bout of lucidity from vascular dementia, matriarch June Wilton sets out to fix the family she believes has fallen apart without her.",7.1,2021,5915,tt9729768,https://m.media-amazon.com/images/M/MV5BZjQxNGNkODktYzRlNy00OWU0LTk0NmMtMjAyYTU0ZDQyMzE1XkEyXkFqcGdeQXVyMTMwMjY1MTY2._V1_SX300.jpg,0,0,4/2/22
Parallel Mothers,https://occ-0-1920-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTckrCGLUIX38Tnr9VvJTdn6m-trB_bNo78rRXGDxVmJCy2hBkFTFs69RJR5Bgi21oeo4yTtMz7UmC_YuRoxUGsitbhpe9HZmghHRuOju0pnbttAgGDxpiaZW4U.jpg?r=299,movie,81346439,Two single mothers bond when they meet in a hospital room and give birth the same day. Their subsequent connection transforms both of their lives.,7.1,2021,7362,tt12618926,https://m.media-amazon.com/images/M/MV5BM2Y2MWIzY2YtZDJiYi00ODM3LWE5NGYtNjlkYWE5ZmMxNTdmXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,0,0,18/2/22
Rebellion,https://occ-0-1675-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfB-zLbO8hQFP4JDEBlU_Wwg1Binxn6wp5rJmrUn0mNT9U0VRgpX_MwaLNaIIIHkM0DmerNZtn0m3Jl2m9BKbjJ5vA.jpg?r=8cc,movie,81586624,This documentary explores the inner workings of a climate action group that embraces civil disobedience to try and bring about political change.,7.1,2021,4925,tt4699982,https://m.media-amazon.com/images/M/MV5BNzlkZDA4YzgtYmRiOC00YzA3LThiYWQtNTZkMmJkOWI5ODE5XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,0,0,1/4/22
Captain Nova,https://occ-0-434-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTNQZ5_ux9g60U3uWNP_m9JFv611US0IiGHdRNaDg5ceHSRQswZvrEDI_588lueDhScSGWngFE8imc-zyXyFTMWWE3MzxiUB14nap0KFfw7QsD60HSOrN6gqDF8.jpg?r=100,movie,81349205,A fighter pilot from a desolate future unexpectedly transforms into her younger self while traveling back in time on a mission to avert global disaster.,7.1,2021,5150,tt14915608,https://m.media-amazon.com/images/M/MV5BN2NmM2QxYzMtOWJjNi00ZjUxLWIzMGMtOWNiMGU1YzVlYjdkXkEyXkFqcGdeQXVyODIyMjMwMw@@._V1_SX300.jpg,0,0,1/4/22
